ward_number,ward_name,assembly_constituency_name,area_hectares,total_population,scheduled_caste_population,total_households,literate_population,households_piped_water_premises,slum_households,mean_normalized_difference_vegetation_index,mean_land_surface_temperature_celsius,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction,jhuggi_jhopri_clusters_apportioned,jhuggi_jhopri_households,jhuggi_jhopri_area_square_meters,jhuggi_jhopri_area_fraction,mean_annual_rainfall_millimeters,mean_groundwater_depth_meters,ridge_fraction,distance_to_water_meters,distance_to_water_body_meters,water_tier,water_cost_multiplier,Environment_Score,Social_Score,Feasibility_Score,Urban_Vulnerability_Score,TPIS,Priority,Estimated_Trees,Estimated_Cost,Estimated_CO2_10Y_kg,Estimated_Temp_Reduction_C,Recommendation_Reason
72,SADAR BAZAR,SADAR BAZAR,128.3777208415158,66050,11501,,,,,0.1667176031995173,43.41127940367378,0.0656052758356748,0.9281737792874414,0.0,0.0062209448768833,5.44,1365,26803,0.02088,832.9831108568127,7.96,0.0,33.5,1160.5,W1,1.0,64.26,,85.18,,,LOW,0,0,0,0.0,Highly Feasible
78,BAZAR SITA RAM,MATIA MAHAL,44.368562615362336,57774,3449,,,,,0.0847871925421927,43.90921434672067,0.0002286584004273,0.9950418641376094,0.0,0.0047294774619632,2.7,831,22204,0.05004,839.2301509536939,6.91,0.0,93.8,538.8,W1,1.0,72.68,,90.73,,,LOW,0,0,0,0.0,Highly Feasible
95,VISHNU GARDEN,RAJOURI GARDEN,137.87615759196655,73302,6517,,,,,0.1593450906872143,42.77969305143167,0.061652411008124,0.8895147663033472,0.0111973731129043,0.0376354495756234,2.13,1182,26396,0.01914,750.4040102801321,13.37,0.0,0.0,429.0,W1,1.0,59.4,,78.88,,,LOW,0,0,0,0.0,Highly Feasible
96,RAJOURI GARDEN,RAJOURI GARDEN,252.40492496781084,65596,6507,,,,,0.2301831503599319,41.9298431092061,0.1085077514412843,0.8856711922564028,0.0032083767291333,0.0026126795731794,1.91,1058,23621,0.00936,741.9138249850643,20.35,0.0129,0.0,1499.3,W1,1.0,50.19,,67.25,,,LOW,0,0,0,0.0,General Greening Opportunity
97,CHAUKHANDI NAGAR,RAJOURI GARDEN,141.87495574374535,67284,11289,,,,,0.1972422401891799,42.50605979274464,0.1001843964696324,0.868558762971367,0.0114754717693949,0.0197813687896057,1.96,1085,24229,0.01708,739.0944970209035,15.66,0.0,0.0,1241.3,W1,1.0,54.03,,70.88,,,LOW,0,0,0,0.0,Highly Feasible
33,RANI KHERA,MUNDKA,1944.1571049430383,69553,10652,,,,,0.2329981040613427,43.7048051101173,0.0396862378539889,0.3715170779564093,0.5003468696524425,0.088449814537158,0.0,0,0,0.0,717.3656726838975,3.08,0.0,0.0,172.8,W1,1.0,61.97,,81.38,,,LOW,0,0,0,0.0,Highly Feasible
36,NILOTHI,MUNDKA,638.5458074995892,79992,7108,,,,,0.2729900802466978,42.28650333862316,0.2469964456265174,0.6994895650738475,0.0317704472350017,0.021743542064634,0.0,0,0,0.0,744.4293836801064,9.77,0.0,0.0,1381.7,W1,1.0,43.75,,72.98,,,LOW,0,0,0,0.0,Highly Feasible
73,CIVIL LINES,CHANDNI CHOWK,624.3753818394658,55142,15510,,,,,0.3702082775306238,40.04098312224892,0.4058811456153991,0.5029501899479618,0.0122116911319456,0.0789569733046943,5.41,1178,2138359,0.34248,839.5272285798301,6.08,0.1497,0.0,652.6,W1,1.0,32.71,,88.81,,,LOW,0,0,0,0.0,Highly Feasible
75,JAMA MASJID,CHANDNI CHOWK,60.89221647996296,46051,2258,,,,,0.1691178729799002,43.45353226942143,0.059771596209261,0.9002124043360583,0.0154142656231009,0.02460173383158,4.52,984,1785818,2.93275,839.2124110716259,6.77,0.0,0.0,360.5,W1,1.0,65.48,,92.05,,,LOW,0,0,0,0.0,Highly Feasible
76,CHANDANI MAHAL,MATIA MAHAL,61.63881233126455,58169,1784,,,,,0.1722358767642795,43.23234057134157,0.0636698825030018,0.9149905984650712,0.0069538392876387,0.0143856797442884,2.72,837,22356,0.03627,838.9677455144532,8.93,0.0,374.4,980.9,W2,1.35,64.21,,71.71,,,LOW,0,0,0,0.0,Highly Feasible
77,DELHI GATE,MATIA MAHAL,240.8442851432826,55397,16210,,,,,0.314007946970815,42.151970457915056,0.2378875627872083,0.7378900831374109,0.0017822941008032,0.0224400599745786,2.59,797,21291,0.00884,838.9717114313803,9.74,0.0,0.0,1480.6,W1,1.0,47.0,,82.82,,,LOW,0,0,0,0.0,Highly Feasible
74,CHANDNI CHOWK,CHANDNI CHOWK,533.636153056723,51672,10139,,,,,0.3106282709895702,42.35588785703096,0.2589202507591639,0.5630262587315613,0.0911655665055891,0.0868879240036853,5.07,1104,2003795,0.3755,836.2211140931355,5.82,0.0893,0.0,600.0,W1,1.0,48.93,,89.53,,,LOW,0,0,0,0.0,Highly Feasible
22,ROHINI-B,RITHALA,348.1401598334408,60621,2939,,,,,0.3571533015058947,41.13779640804134,0.3611788965182749,0.5599394645182494,0.0441722940913364,0.0347093448721398,0.0,0,0,0.0,779.6457306406355,6.61,0.1111,0.0,47.8,W1,1.0,33.95,,86.6,,,LOW,0,0,0,0.0,Highly Feasible
